0.950000 10910.9 -1505.29 
0.963771 56.1931 95.6646 
0.977542 -22.9919 -9.04973 
0.991313 3.26828 -9.32397 
1.005084 5.0804 -0.602506 
1.018855 2.22071 2.11486 
1.032626 0.168227 2.01297 
1.046397 -0.726225 1.22154 
1.060168 -0.92434 0.497145 
1.073940 -0.804525 0.0105328 
1.087711 -0.580283 -0.258597 
1.101482 -0.353324 -0.373007 
1.115253 -0.164027 -0.3908 
1.129024 -0.0226383 -0.354773 
1.142795 0.0738513 -0.293287 
1.156566 0.133245 -0.223815 
1.170337 0.164183 -0.156373 
1.184108 0.174477 -0.0961571 
1.197879 0.170565 -0.0453826 
1.211650 0.157463 -0.00450755 
1.225421 0.138933 0.026983 
1.239192 0.1177 0.0500892 
1.252963 0.0956786 0.0660021 
1.266734 0.0741654 0.0759324 
1.280505 0.0539939 0.0810181 
1.294276 0.0356615 0.082279 
1.308047 0.0194248 0.0806001 
1.321819 0.0053725 0.0767314 
1.335590 -0.00652124 0.0712963 
1.349361 -0.0163567 0.0648048 
1.363132 -0.02428 0.0576675 
1.376903 -0.0304628 0.0502101 
1.390674 -0.0350875 0.0426863 
1.404445 -0.0383378 0.0352905 
1.418216 -0.0403916 0.0281675 
1.431987 -0.0414173 0.0214223 
1.445758 -0.041571 0.0151271 
1.459529 -0.0409954 0.00932859 
1.473300 -0.0398193 0.00405249 
1.487071 -0.0381577 -0.000691377 
1.500842 -0.0361125 -0.00490563 
1.514613 -0.0337731 -0.00860232 
1.528384 -0.0312176 -0.0118005 
1.542155 -0.0285132 -0.0145241 
1.555927 -0.0257178 -0.0168006 
1.569698 -0.0228806 -0.0186596 
1.583469 -0.020043 -0.0201319 
1.597240 -0.0172397 -0.0212487 
1.611011 -0.0144992 -0.022041 
1.624782 -0.0118449 -0.0225391 
1.638553 -0.00929515 -0.0227724 
1.652324 -0.00686464 -0.022769 
1.666095 -0.00456437 -0.0225555 
1.679866 -0.00240229 -0.0221573 
1.693637 -0.000383788 -0.021598 
1.707408 0.001488 -0.0208996 
1.721179 0.00321181 -0.0200825 
1.734950 0.00478797 -0.0191657 
1.748721 0.00621816 -0.0181665 
1.762492 0.00750513 -0.0171009 
1.776263 0.00865254 -0.0159834 
1.790034 0.0096648 -0.014827 
1.803806 0.0105469 -0.0136438 
1.817577 0.0113041 -0.0124445 
1.831348 0.0119424 -0.0112387 
1.845119 0.0124675 -0.0100349 
1.858890 0.0128858 -0.00884079 
1.872661 0.0132033 -0.00766309 
1.886432 0.0134263 -0.00650767 
1.900203 0.013561 -0.00537966 
1.913974 0.0136135 -0.00428347 
1.927745 0.0135899 -0.00322286 
1.941516 0.0134959 -0.00220103 
1.955287 0.0133375 -0.0012206 
1.969058 0.01312 -0.000283727 
1.982829 0.0128488 0.000607899 
1.996600 0.0125291 0.00145298 
2.010371 0.0121658 0.0022506 
2.024142 0.0117637 0.00300016 
2.037914 0.0113271 0.00370136 
2.051685 0.0108605 0.00435417 
2.065456 0.0103677 0.0049588 
2.079227 0.00985279 0.00551567 
2.092998 0.00931923 0.00602537 
2.106769 0.00877046 0.00648868 
2.120540 0.00820967 0.00690651 
2.134311 0.00763987 0.0072799 
2.148082 0.00706385 0.00760998 
2.161853 0.00648421 0.00789799 
