0.000000 -0.001039 2.18243e-09 -0.000359956 1.20187e-08 -0.00045582 8.06835e-09
0.068855 -0.978183 0.00371415 -0.3337 0.0110738 -0.429141 0.0075766
0.137711 -1.77962 0.025054 -0.591199 0.0407439 -0.778597 0.0291101
0.206566 -2.35634 0.0841382 -0.753862 0.0842843 -1.02587 0.0644338
0.275421 -2.69955 0.199504 -0.824572 0.137075 -1.16584 0.114505
0.344276 -2.83649 0.380247 -0.819924 0.194391 -1.21336 0.179788
0.413132 -2.81492 0.622922 -0.766064 0.251726 -1.19183 0.2592
0.481987 -2.68934 0.913216 -0.689121 0.305545 -1.12844 0.34981
0.550842 -2.50967 1.23061 -0.608462 0.354068 -1.04992 0.447081
0.619698 -2.31133 1.55397 -0.539455 0.397124 -0.971514 0.546183
0.688553 -2.11779 1.86561 -0.486392 0.43607 -0.905617 0.642491
0.757408 -1.93943 2.15359 -0.44906 0.472935 -0.856187 0.732435
0.826263 -1.7758 2.41195 -0.427115 0.509507 -0.81778 0.813988
0.895119 -1.62517 2.6394 -0.412843 0.547225 -0.789633 0.885905
0.963974 -1.48157 2.83779 -0.401941 0.586551 -0.766148 0.947997
1.032829 -1.33779 3.01048 -0.393148 0.627115 -0.738798 1.00055
1.101685 -1.19208 3.16091 -0.379168 0.668127 -0.709414 1.0436
1.170540 -1.03928 3.29219 -0.361273 0.70821 -0.67239 1.07758
1.239395 -0.877628 3.40643 -0.33888 0.746079 -0.625561 1.10226
1.308250 -0.709312 3.50506 -0.307137 0.780322 -0.57523 1.11753
1.377106 -0.530425 3.5888 -0.272367 0.809781 -0.51565 1.12348
1.445961 -0.343353 3.65762 -0.232927 0.833715 -0.44993 1.1193
1.514816 -0.151392 3.71167 -0.186065 0.851017 -0.384601 1.10529
1.583672 0.0484329 3.75054 -0.139038 0.861475 -0.314684 1.08167
1.652527 0.25253 3.77375 -0.089725 0.864972 -0.245052 1.04808
1.721382 0.458305 3.78135 -0.0373827 0.860931 -0.179953 1.00559
1.790237 0.667373 3.77289 0.0123098 0.84991 -0.115925 0.954683
1.859093 0.875947 3.74825 0.0615329 0.832089 -0.0574493 0.895764
1.927948 1.08228 3.70784 0.109857 0.807444 -0.00694879 0.830646
1.996803 1.28736 3.65142 0.153002 0.777113 0.037996 0.760268
2.065659 1.48768 3.57934 0.192843 0.741449 0.0746462 0.685205
2.134514 1.68142 3.49249 0.229273 0.700685 0.101505 0.607453
2.203369 1.86934 3.39105 0.259129 0.65629 0.12019 0.528609
2.272224 2.04906 3.27562 0.283404 0.608955 0.129826 0.44935
2.341080 2.21858 3.14741 0.302693 0.558973 0.129764 0.371199
2.409935 2.37817 3.00714 0.315153 0.5077 0.121269 0.295803
2.478790 2.52652 2.85563 0.321127 0.456089 0.10472 0.223895
2.547646 2.66195 2.6943 0.321548 0.404554 0.0800695 0.156649
2.616501 2.78454 2.5242 0.315681 0.354186 0.048488 0.0954721
2.685356 2.89365 2.3463 0.303661 0.3059 0.0112313 0.0406642
2.754211 2.98802 2.16218 0.28658 0.260055 -0.0312143 -0.00728979
2.823067 3.06768 1.97318 0.264526 0.217482 -0.077895 -0.0471676
2.891922 3.13275 1.7803 0.237631 0.179031 -0.127267 -0.0787583
