0.000000 0.000177392 -3.2709e-10 -0.000104943 -2.22059e-10 7.13986e-05 3.57963e-10
0.034428 0.128899 -0.00102962 -0.0718602 -0.000322238 0.0514645 0.000616055
0.068855 0.152844 -0.0068808 -0.0725209 -0.00180259 0.0600986 0.00354693
0.103283 0.0638824 -0.0213767 0.00227766 -0.0055343 0.0234352 0.0105104
0.137711 -0.141563 -0.047499 0.152942 -0.0131158 -0.0587332 0.0232723
0.172138 -0.462373 -0.086936 0.37592 -0.0266913 -0.184247 0.0435474
0.206566 -0.892909 -0.139747 0.663995 -0.0489162 -0.348716 0.0729002
0.240993 -1.42348 -0.204177 1.00684 -0.082847 -0.545799 0.112652
0.275421 -2.04106 -0.276633 1.39174 -0.131766 -0.767616 0.163803
0.309849 -2.73009 -0.351827 1.80446 -0.198962 -1.00523 0.226967
0.344276 -3.47346 -0.423054 2.23006 -0.287486 -1.24918 0.302339
0.378704 -4.25337 -0.482581 2.65379 -0.399916 -1.48997 0.389673
0.413132 -5.05224 -0.522104 3.06176 -0.538154 -1.7186 0.488294
0.447559 -5.85336 -0.533225 3.44153 -0.703262 -1.92693 0.597122
0.481987 -6.64151 -0.507916 3.78253 -0.895372 -2.10799 0.714721
0.516415 -7.40336 -0.438924 4.07632 -1.11365 -2.25622 0.839355
0.550842 -8.12767 -0.320107 4.31665 -1.35635 -2.36757 0.969053
0.585270 -8.80537 -0.146668 4.49943 -1.62087 -2.4395 1.10168
0.619698 -9.42952 0.0847068 4.62254 -1.90392 -2.47091 1.23503
0.654125 -9.99512 0.375807 4.68566 -2.20167 -2.46204 1.36683
0.688553 -10.4989 0.726939 4.68993 -2.50991 -2.41427 1.49488
0.722980 -10.9391 1.13704 4.63768 -2.82427 -2.3299 1.61707
0.757408 -11.315 1.60384 4.53212 -3.14033 -2.212 1.73142
0.791836 -11.6269 2.12407 4.37708 -3.45379 -2.06409 1.83612
0.826263 -11.8758 2.69366 4.17677 -3.76058 -1.89004 1.92955
0.860691 -12.0628 3.30792 3.93556 -4.05692 -1.69385 2.01032
0.895119 -12.1897 3.96183 3.65786 -4.33943 -1.47954 2.07725
0.929546 -12.258 4.65009 3.34798 -4.60512 -1.25105 2.12941
0.963974 -12.2693 5.36738 3.01002 -4.8514 -1.01209 2.16609
0.998402 -12.2254 6.10842 2.64787 -5.07609 -0.766132 2.1868
1.032829 -12.1276 6.86807 2.26515 -5.27738 -0.516335 2.19125
1.067257 -11.9772 7.64139 1.8652 -5.45382 -0.265557 2.17932
1.101685 -11.7755 8.42371 1.45111 -5.60427 -0.0163618 2.1511
1.136112 -11.5236 9.21061 1.02574 -5.72787 0.228985 2.10684
1.170540 -11.2224 9.99795 0.591697 -5.82399 0.468505 2.04692
1.204967 -10.8729 10.7819 0.151403 -5.89224 0.700481 1.97184
