0.950000 -7748.17 7068.91 
0.956886 -152.598 171.53 
0.963771 -4.01016 -54.5774 
0.970657 21.9846 -3.71287 
0.977542 7.07002 9.19351 
0.984428 -1.38048 6.80372 
0.991313 -3.59014 2.80022 
0.998199 -3.17861 0.184338 
1.005084 -2.08221 -1.05672 
1.011970 -1.05076 -1.43228 
1.018855 -0.292594 -1.36024 
1.025741 0.189669 -1.09968 
1.032626 0.454816 -0.791395 
1.039512 0.56806 -0.503517 
1.046397 0.583517 -0.263564 
1.053283 0.541118 -0.0779756 
1.060168 0.468385 0.0568046 
1.067054 0.383325 0.148337 
1.073940 0.297134 0.205126 
1.080825 0.216329 0.235172 
1.087711 0.144329 0.245385 
1.094596 0.0825634 0.241437 
1.101482 0.0312354 0.227829 
1.108367 -0.0101713 0.208034 
1.115253 -0.0425575 0.18467 
1.122138 -0.0669959 0.159668 
1.129024 -0.0845983 0.134415 
1.135909 -0.096438 0.109877 
1.142795 -0.103506 0.0867006 
1.149680 -0.106692 0.0652892 
1.156566 -0.106775 0.0458692 
1.163451 -0.104428 0.0285368 
1.170337 -0.100222 0.0132958 
1.177222 -0.094639 8.63474e-05 
1.184108 -0.0880782 -0.0111944 
1.190993 -0.0808687 -0.0206757 
1.197879 -0.0732777 -0.0285017 
1.204765 -0.0655206 -0.0348232 
1.211650 -0.0577678 -0.039791 
1.218536 -0.0501529 -0.0435523 
1.225421 -0.042778 -0.0462476 
1.232307 -0.0357193 -0.0480088 
1.239192 -0.029032 -0.0489585 
1.246078 -0.0227535 -0.0492094 
1.252963 -0.0169074 -0.048864 
1.259849 -0.0115056 -0.0480152 
1.266734 -0.00655134 -0.0467465 
1.273620 -0.00204036 -0.0451323 
1.280505 0.00203694 -0.043239 
1.287391 0.00569436 -0.0411252 
1.294276 0.00894884 -0.0388423 
1.301162 0.0118195 -0.0364354 
1.308047 0.014327 -0.0339439 
1.314933 0.0164929 -0.0314017 
1.321819 0.018339 -0.0288379 
1.328704 0.0198874 -0.0262777 
1.335590 0.0211598 -0.0237421 
1.342475 0.0221776 -0.0212491 
1.349361 0.0229613 -0.0188135 
1.356246 0.0235309 -0.0164474 
1.363132 0.0239053 -0.0141608 
1.370017 0.0241026 -0.0119615 
1.376903 0.0241401 -0.00985556 
1.383788 0.0240337 -0.00784749 
1.390674 0.0237989 -0.00594044 
1.397559 0.0234496 -0.00413638 
1.404445 0.0229993 -0.00243631 
1.411330 0.0224602 -0.000840324 
1.418216 0.0218438 0.000652184 
1.425101 0.0211608 0.00204245 
1.431987 0.0204208 0.00333224 
1.438873 0.019633 0.00452373 
1.445758 0.0188056 0.00561947 
1.452644 0.0179461 0.00662228 
1.459529 0.0170616 0.00753522 
1.466415 0.0161582 0.00836152 
1.473300 0.0152418 0.00910454 
1.480186 0.0143176 0.00976772 
1.487071 0.0133902 0.0103546 
1.493957 0.0124638 0.0108686 
1.500842 0.0115424 0.0113134 
1.507728 0.0106292 0.0116924 
1.514613 0.00972726 0.0120092 
1.521499 0.0088393 0.012267 
1.528384 0.00796764 0.0124694 
