0.950000 -7.04032e-10 -1.29605e-10 
0.956886 -5.45808e-09 2.69755e-09 
0.963771 3.31086e-09 -1.37313e-08 
0.970657 2.39892e-08 2.68681e-09 
0.977542 1.37738e-08 3.30428e-08 
0.984428 -2.11825e-08 4.40649e-08 
0.991313 -5.76575e-08 2.60461e-08 
0.998199 -7.76464e-08 -1.34982e-08 
1.005084 -7.34321e-08 -6.0949e-08 
1.011970 -4.56753e-08 -1.03416e-07 
1.018855 -4.52e-11 -1.31617e-07 
1.025741 5.56519e-08 -1.40444e-07 
1.032626 1.13429e-07 -1.28447e-07 
1.039512 1.66257e-07 -9.69401e-08 
1.046397 2.08616e-07 -4.90849e-08 
1.053283 2.36651e-07 1.0905e-08 
1.060168 2.48103e-07 7.83832e-08 
1.067054 2.42122e-07 1.48724e-07 
1.073940 2.19014e-07 2.17632e-07 
1.080825 1.79994e-07 2.81332e-07 
1.087711 1.26939e-07 3.36673e-07 
1.094596 6.21768e-08 3.81171e-07 
1.101482 -1.16953e-08 4.12998e-07 
1.108367 -9.19632e-08 4.30951e-07 
1.115253 -1.75914e-07 4.34393e-07 
1.122138 -2.6093e-07 4.23191e-07 
1.129024 -3.44557e-07 3.97643e-07 
1.135909 -4.2455e-07 3.58412e-07 
1.142795 -4.9891e-07 3.06455e-07 
1.149680 -5.65902e-07 2.42961e-07 
1.156566 -6.24059e-07 1.69297e-07 
1.163451 -6.72185e-07 8.69503e-08 
1.170337 -7.09346e-07 -2.51284e-09 
1.177222 -7.34859e-07 -9.74878e-08 
1.184108 -7.48279e-07 -1.96365e-07 
1.190993 -7.49378e-07 -2.9756e-07 
1.197879 -7.38125e-07 -3.99534e-07 
1.204765 -7.14672e-07 -5.00817e-07 
1.211650 -6.79329e-07 -6.00018e-07 
1.218536 -6.32548e-07 -6.95843e-07 
1.225421 -5.74898e-07 -7.87098e-07 
1.232307 -5.07056e-07 -8.72697e-07 
1.239192 -4.2978e-07 -9.51668e-07 
1.246078 -3.43901e-07 -1.02315e-06 
1.252963 -2.50302e-07 -1.0864e-06 
1.259849 -1.49907e-07 -1.14077e-06 
1.266734 -4.36685e-08 -1.18576e-06 
1.273620 6.74448e-08 -1.22093e-06 
1.280505 1.82459e-07 -1.24598e-06 
1.287391 3.00402e-07 -1.26068e-06 
1.294276 4.20315e-07 -1.26491e-06 
1.301162 5.41257e-07 -1.25863e-06 
1.308047 6.62311e-07 -1.24188e-06 
1.314933 7.82593e-07 -1.21478e-06 
1.321819 9.01251e-07 -1.17752e-06 
1.328704 1.01747e-06 -1.13033e-06 
1.335590 1.13049e-06 -1.07354e-06 
1.342475 1.23958e-06 -1.0075e-06 
1.349361 1.34406e-06 -9.32611e-07 
1.356246 1.44331e-06 -8.49323e-07 
1.363132 1.53674e-06 -7.58115e-07 
1.370017 1.62381e-06 -6.59502e-07 
1.376903 1.70406e-06 -5.54021e-07 
1.383788 1.77705e-06 -4.42232e-07 
1.390674 1.8424e-06 -3.24711e-07 
1.397559 1.89977e-06 -2.02049e-07 
1.404445 1.94889e-06 -7.48463e-08 
1.411330 1.9895e-06 5.62924e-08 
1.418216 2.02143e-06 1.90759e-07 
1.425101 2.04453e-06 3.27944e-07 
1.431987 2.05868e-06 4.67245e-07 
1.438873 2.06382e-06 6.08061e-07 
1.445758 2.05994e-06 7.49802e-07 
1.452644 2.04704e-06 8.91887e-07 
1.459529 2.02517e-06 1.03375e-06 
1.466415 1.99442e-06 1.17483e-06 
1.473300 1.9549e-06 1.3146e-06 
1.480186 1.90675e-06 1.45252e-06 
1.487071 1.85015e-06 1.58811e-06 
1.493957 1.78529e-06 1.72086e-06 
1.500842 1.71241e-06 1.85033e-06 
1.507728 1.63174e-06 1.97606e-06 
