0.000000 0.000748238 3.10277e-09 0.000442665 -7.71133e-09 0.00030116 -7.52508e-09
0.068855 0.767696 0.0036416 0.453362 -0.00730649 0.308244 -0.00715949
0.137711 1.53004 0.013576 0.895131 -0.0280624 0.6098 -0.0267132
0.206566 2.22623 0.0218021 1.28118 -0.0617443 0.876541 -0.0553717
0.275421 2.80636 0.0140353 1.57841 -0.108765 1.08651 -0.089926
0.344276 3.24084 -0.0256077 1.77124 -0.169257 1.22806 -0.127895
0.413132 3.5233 -0.109632 1.86226 -0.242015 1.30087 -0.167805
0.481987 3.66763 -0.243662 1.86836 -0.32415 1.31415 -0.209099
0.550842 3.7013 -0.425355 1.81431 -0.411539 1.28315 -0.251792
0.619698 3.6573 -0.645659 1.72614 -0.499763 1.22505 -0.296064
0.688553 3.56719 -0.891551 1.6261 -0.585082 1.15549 -0.34193
0.757408 3.45648 -1.14916 1.53002 -0.665052 1.08636 -0.389063
0.826263 3.34272 -1.40631 1.44688 -0.738677 1.02502 -0.436798
0.895119 3.23571 -1.65405 1.37985 -0.806149 0.974575 -0.484242
0.963974 3.13916 -1.88704 1.32809 -0.868372 0.934895 -0.530389
1.032829 3.05263 -2.10317 1.28851 -0.926488 0.903865 -0.574276
1.101685 2.97351 -2.30265 1.25729 -0.981513 0.878541 -0.615085
1.170540 2.89842 -2.4871 1.23076 -1.03414 0.855902 -0.65213
1.239395 2.82413 -2.6587 1.20588 -1.08468 0.833406 -0.684881
1.308250 2.74797 -2.81961 1.18044 -1.13314 0.809158 -0.712902
1.377106 2.66804 -2.97166 1.15299 -1.17929 0.782032 -0.735889
1.445961 2.5831 -3.11623 1.12273 -1.22282 0.751626 -0.753701
1.514816 2.49242 -3.25422 1.08926 -1.26332 0.71778 -0.766091
1.583672 2.39568 -3.38614 1.05248 -1.30039 0.680677 -0.772834
1.652527 2.29285 -3.51222 1.01263 -1.33374 0.641021 -0.77402
1.721382 2.18407 -3.6325 0.970016 -1.36312 0.599497 -0.769715
1.790237 2.06955 -3.74685 0.924946 -1.38827 0.556643 -0.759835
1.859093 1.94961 -3.85511 0.877829 -1.40902 0.513153 -0.744461
1.927948 1.82461 -3.95707 0.829122 -1.42528 0.469793 -0.723835
1.996803 1.69494 -4.05253 0.7793 -1.43705 0.427317 -0.698312
2.065659 1.56099 -4.14128 0.728796 -1.44431 0.386337 -0.668222
2.134514 1.42316 -4.2231 0.677969 -1.447 0.347219 -0.633665
2.203369 1.28188 -4.29784 0.627245 -1.44518 0.310484 -0.594978
2.272224 1.13759 -4.36536 0.57712 -1.43909 0.276834 -0.552949
2.341080 0.990731 -4.42555 0.527956 -1.42885 0.2466 -0.508059
2.409935 0.841718 -4.4783 0.480032 -1.41451 0.219871 -0.460416
2.478790 0.690997 -4.52352 0.43371 -1.39623 0.196959 -0.410512
2.547646 0.53902 -4.56121 0.389364 -1.37435 0.178215 -0.359123
2.616501 0.386224 -4.59135 0.347283 -1.34913 0.163759 -0.306806
2.685356 0.233039 -4.61395 0.307698 -1.32077 0.153586 -0.25395
2.754211 0.0798895 -4.62902 0.270821 -1.28949 0.147664 -0.20091
2.823067 -0.0727974 -4.63664 0.236876 -1.25556 0.145986 -0.148151
2.891922 -0.224595 -4.6369 0.206084 -1.21939 0.148567 -0.0963707
2.960777 -0.375099 -4.62994 0.178587 -1.18133 0.155261 -0.0461313
3.029633 -0.523922 -4.61585 0.154456 -1.14158 0.165777 0.00241332
3.098488 -0.670679 -4.59477 0.133783 -1.10039 0.1799 0.0490359
3.167343 -0.814987 -4.56691 0.116673 -1.05818 0.197473 0.0931503
3.236198 -0.956488 -4.53248 0.10316 -1.01535 0.218214 0.134269
3.305054 -1.09484 -4.49167 0.09322 -0.97215 0.241747 0.172244
3.373909 -1.22973 -4.44472 0.0868252 -0.928833 0.267727 0.206959
3.442764 -1.36083 -4.39185 0.0839418 -0.885705 0.295831 0.238179
3.511620 -1.48785 -4.33336 0.0845085 -0.843106 0.325709 0.265657
3.580475 -1.61052 -4.26953 0.0884254 -0.801357 0.35698 0.289204
3.649330 -1.72858 -4.20065 0.0955591 -0.760713 0.389236 0.308753
3.718185 -1.8418 -4.12701 0.105766 -0.721369 0.422083 0.324363
3.787041 -1.94996 -4.04891 0.118904 -0.68355 0.455167 0.336062
3.855896 -2.05286 -3.9667 0.134803 -0.64754 0.488127 0.34377
3.924751 -2.15033 -3.88072 0.153258 -0.613579 0.520573 0.347489
3.993607 -2.24222 -3.7913 0.174053 -0.581811 0.552135 0.347396
4.062462 -2.3284 -3.69876 0.196978 -0.552362 0.582492 0.343694
4.131317 -2.40875 -3.60346 0.221814 -0.525391 0.61134 0.336513
4.200172 -2.48319 -3.50575 0.248319 -0.501055 0.638374 0.325993
4.269028 -2.55164 -3.406 0.276241 -0.479463 0.66331 0.312352
4.337883 -2.61406 -3.30454 0.305327 -0.460684 0.685896 0.295851
4.406738 -2.67043 -3.20172 0.335328 -0.444759 0.705915 0.276763
4.475594 -2.72074 -3.09789 0.365996 -0.431719 0.72318 0.255373
4.544449 -2.765 -2.99339 0.39708 -0.4216 0.737528 0.231954
4.613304 -2.80324 -2.88857 0.428318 -0.414414 0.748815 0.206785
4.682159 -2.83553 -2.78376 0.459456 -0.410131 0.756929 0.180179
4.751015 -2.86192 -2.67927 0.490258 -0.408686 0.761803 0.152476
4.819870 -2.88253 -2.57543 0.520495 -0.410012 0.763402 0.123996
4.888725 -2.89743 -2.47255 0.549936 -0.414043 0.761709 0.0950308
